School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
Purdue,38,2012-10-06,5,,Michigan,31,L,23,35,65.7,157,1,26,56,2.2,0,61,213,3.5,1,13,-31
Rice,59,2012-10-06,6,@,Memphis,6,L,16,30,53.3,117,0,28,104,3.7,0,58,221,3.8,1,10,-4
Rutgers,39,2012-10-06,5,,Connecticut,3,W,18,27,66.7,157,1,35,123,3.5,0,62,280,4.5,2,19,16
San Diego St.,90,2012-10-06,6,,Hawaii,87,W,17,33,51.5,218,2,51,194,3.8,5,84,412,4.9,7,52,38
SMU,8,2012-10-06,5,@,UTEP,62,W,22,44,50.0,234,1,36,138,3.8,0,80,372,4.7,2,17,17
South Carolina,117,2012-10-06,6,,Georgia,111,W,6,10,60.0,162,2,51,230,4.5,2,61,392,6.4,5,35,28
South Florida,9,2012-10-06,6,@,Temple,10,L,18,31,58.1,219,1,44,165,3.8,3,75,384,5.1,4,28,-9
Southern Miss,60,2012-10-06,5,,Boise St.,84,L,19,36,52.8,243,0,45,181,4.0,2,81,424,5.2,2,14,-26
Stanford,101,2012-10-06,5,,Arizona,95,W,21,34,61.8,360,2,43,257,6.0,6,77,617,8.0,8,54,6
Temple,10,2012-10-06,4,,South Florida,9,W,16,20,80.0,167,1,51,216,4.2,4,71,383,5.4,5,37,9
Texas,48,2012-10-06,5,,West Virginia,50,L,22,29,75.9,269,1,39,135,3.5,4,68,404,5.9,6,45,-3
Texas A&M,119,2012-10-06,5,@,Ole Miss,116,W,17,26,65.4,191,1,44,290,6.6,2,70,481,6.9,4,30,3
TCU,47,2012-10-06,5,,Iowa St.,42,L,23,40,57.5,270,1,43,185,4.3,1,83,455,5.5,2,23,-14
Texas St.,128,2012-10-06,5,@,New Mexico,89,L,21,35,60.0,216,2,20,32,1.6,0,55,248,4.5,2,14,-21
Texas Tech,49,2012-10-06,5,,Oklahoma,45,L,26,41,63.4,271,0,32,89,2.8,2,73,360,4.9,2,20,-21
Toledo,81,2012-10-06,6,,Central Michigan,75,W,25,40,62.5,246,0,37,187,5.1,3,77,433,5.6,6,50,15
Tulane,11,2012-10-06,5,@,Louisiana,126,L,14,39,35.9,173,1,22,53,2.4,0,61,226,3.7,1,13,-28
Tulsa,12,2012-10-06,6,@,Marshall,55,W,9,17,52.9,90,1,53,250,4.7,3,70,340,4.9,6,45,7
UAB,61,2012-10-06,5,,Southeastern Louisiana,245,W,24,32,75.0,356,3,38,156,4.1,3,70,512,7.3,7,52,49
UCLA,102,2012-10-06,6,@,California,97,L,31,47,66.0,253,2,34,128,3.8,0,81,381,4.7,2,17,-26
UNLV,92,2012-10-06,6,@,Louisiana Tech,54,L,22,46,47.8,378,4,39,158,4.1,0,85,536,6.3,4,31,-27
UTEP,62,2012-10-06,6,,SMU,8,L,16,39,41.0,178,0,30,107,3.6,0,69,285,4.1,0,0,-17
Vanderbilt,120,2012-10-06,5,@,Missouri,115,W,15,26,57.7,206,0,43,89,2.1,2,69,295,4.3,2,19,4
Virginia,24,2012-10-06,6,@,Duke,15,L,23,47,48.9,275,0,35,186,5.3,2,82,461,5.6,2,17,-25
Virginia Tech,25,2012-10-06,6,@,North Carolina,21,L,26,49,53.1,354,2,25,40,1.6,1,74,394,5.3,4,34,-14
Wake Forest,26,2012-10-06,6,@,Maryland,30,L,13,38,34.2,170,2,29,71,2.4,0,67,241,3.6,2,14,-5
Washington,105,2012-10-06,5,@,Oregon,99,L,19,31,61.3,145,0,46,208,4.5,3,77,353,4.6,3,21,-31
Washington St.,106,2012-10-06,6,@,Oregon St.,100,L,20,37,54.1,207,0,14,20,1.4,0,51,227,4.5,0,6,-13
West Virginia,50,2012-10-06,5,@,Texas,48,W,25,35,71.4,268,4,42,192,4.6,2,77,460,6.0,6,48,3
Western Michigan,82,2012-10-06,6,,Massachusetts,68,W,23,28,82.1,283,5,46,268,5.8,2,74,551,7.4,7,52,38
Wisconsin,40,2012-10-06,6,,Illinois,27,W,16,25,64.0,254,2,33,173,5.2,2,58,427,7.4,4,31,17
Wyoming,94,2012-10-06,5,@,Nevada,88,L,22,40,55.0,207,3,47,143,3.0,1,87,350,4.0,4,28,-7
Arizona St.,96,2012-10-11,6,@,Colorado,98,W,23,33,69.7,332,5,44,261,5.9,1,77,593,7.7,7,51,34
Colorado,98,2012-10-11,6,,Arizona St.,96,L,20,42,47.6,180,1,32,75,2.3,1,74,255,3.4,2,17,-34
Troy,129,2012-10-11,6,,Western Kentucky,64,L,16,28,57.1,254,3,40,120,3.0,0,68,374,5.5,3,26,-5
Tulsa,12,2012-10-11,7,,UTEP,62,W,13,23,56.5,198,0,54,281,5.2,3,77,479,6.2,4,33,22
UTEP,62,2012-10-11,7,@,Tulsa,12,L,27,42,64.3,376,1,33,31,0.9,0,75,407,5.4,1,11,-22
Western Kentucky,64,2012-10-11,6,@,Troy,129,W,21,31,67.7,255,3,35,112,3.2,1,66,367,5.6,4,31,5
Central Michigan,75,2012-10-12,6,,Navy,7,L,13,22,59.1,151,1,22,70,3.2,0,44,221,5.0,1,13,-18
Navy,7,2012-10-12,6,@,Central Michigan,75,W,6,11,54.5,134,3,62,238,3.8,1,73,372,5.1,4,31,18
Air Force,83,2012-10-13,6,@,Wyoming,94,W,7,10,70.0,141,2,51,230,4.5,2,61,371,6.1,4,28,1
Akron,71,2012-10-13,7,@,Ohio,80,L,32,53,60.4,298,4,33,158,4.8,0,86,456,5.3,4,28,-6
Alabama,107,2012-10-13,6,@,Missouri,115,W,16,21,76.2,171,0,47,362,7.7,6,68,533,7.8,6,42,32
Arkansas,108,2012-10-13,7,,Kentucky,112,W,23,34,67.6,372,5,27,161,6.0,2,61,533,8.7,7,49,42
Arkansas St.,122,2012-10-13,7,,South Alabama,127,W,17,22,77.3,203,3,37,113,3.1,2,59,316,5.4,5,36,7
Army,65,2012-10-13,6,,Kent State,77,L,10,20,50.0,132,1,70,325,4.6,1,90,457,5.1,2,17,-14
Auburn,109,2012-10-13,6,@,Ole Miss,116,L,11,18,61.1,112,0,41,101,2.5,2,59,213,3.6,2,20,-21
Ball St.,72,2012-10-13,7,,Western Michigan,82,W,27,43,62.8,265,1,45,168,3.7,3,88,433,4.9,4,30,6
Baylor,41,2012-10-13,5,,TCU,47,L,15,23,65.2,326,2,32,106,3.3,1,55,432,7.9,3,21,-28
Boise St.,84,2012-10-13,6,,Fresno St.,86,W,13,24,54.2,120,1,42,215,5.1,1,66,335,5.1,2,20,10
Boston College,13,2012-10-13,6,@,Florida St.,16,L,16,33,48.5,129,1,32,96,3.0,0,65,225,3.5,1,7,-44
Bowling Green,73,2012-10-13,7,,Miami (OH),78,W,20,27,74.1,235,2,44,251,5.7,2,71,486,6.8,5,37,25
BYU,66,2012-10-13,7,,Oregon St.,100,L,28,51,54.9,305,1,33,81,2.5,2,84,386,4.6,3,24,-18
Buffalo,74,2012-10-13,6,@,Northern Illinois,79,L,27,49,55.1,263,0,39,73,1.9,0,88,336,3.8,0,3,-42
California,97,2012-10-13,7,@,Washington St.,106,W,14,23,60.9,189,1,50,318,6.4,3,73,507,6.9,4,31,14
Cincinnati,2,2012-10-13,5,,Fordham,212,W,15,24,62.5,262,2,33,210,6.4,4,57,472,8.3,7,49,32
Colorado St.,85,2012-10-13,7,@,San Diego St.,90,L,24,35,68.6,214,1,40,121,3.0,1,75,335,4.5,2,14,-24
Connecticut,3,2012-10-13,7,,Temple,10,L,22,39,56.4,293,2,41,88,2.1,0,80,381,4.8,2,14,-3
Duke,15,2012-10-13,7,@,Virginia Tech,25,L,25,42,59.5,307,1,29,22,0.8,0,71,329,4.6,2,20,-21
East Carolina,4,2012-10-13,7,,Memphis,6,W,25,33,75.8,308,5,32,61,1.9,0,65,369,5.7,5,41,34
Eastern Michigan,76,2012-10-13,6,,Toledo,81,L,18,29,62.1,301,2,41,323,7.9,4,70,624,8.9,6,47,-5
Florida,110,2012-10-13,6,@,Vanderbilt,120,W,11,20,55.0,77,0,35,326,9.3,3,55,403,7.3,3,31,14
Florida Atlantic,52,2012-10-13,6,@,UL Monroe,130,L,26,39,66.7,261,1,37,46,1.2,1,76,307,4.0,2,14,-21
Florida Intl,53,2012-10-13,7,,Middle Tennessee,56,L,24,40,60.0,380,2,41,142,3.5,2,81,522,6.4,4,30,-4
Florida St.,16,2012-10-13,7,,Boston College,13,W,29,38,76.3,448,4,33,201,6.1,2,71,649,9.1,6,51,44
Fresno St.,86,2012-10-13,7,@,Boise St.,84,L,29,43,67.4,266,1,30,56,1.9,0,73,322,4.4,1,10,-10
Hawaii,87,2012-10-13,6,,New Mexico,89,L,20,42,47.6,272,1,27,119,4.4,1,69,391,5.7,3,23,-12
Houston,5,2012-10-13,6,,UAB,61,W,34,46,73.9,380,1,49,186,3.8,2,95,566,6.0,3,39,22
Idaho,133,2012-10-13,7,@,Texas St.,128,L,19,34,55.9,211,0,24,104,4.3,1,58,315,5.4,1,7,-31
Illinois,27,2012-10-13,7,@,Michigan,31,L,7,16,43.8,29,0,37,105,2.8,0,53,134,2.5,0,0,-45
Indiana,28,2012-10-13,6,,Ohio St.,36,L,28,54,51.9,352,3,24,129,5.4,3,78,481,6.2,6,49,-3
Iowa,29,2012-10-13,6,@,Michigan St.,32,W,19,36,52.8,134,0,34,123,3.6,1,70,257,3.7,1,19,3
Iowa St.,42,2012-10-13,6,,Kansas St.,44,L,16,36,44.4,166,2,24,65,2.7,1,60,231,3.9,3,21,-6
Kansas,43,2012-10-13,6,,Oklahoma St.,46,L,15,32,46.9,211,1,49,187,3.8,1,81,398,4.9,2,14,-6
Kansas St.,44,2012-10-13,6,@,Iowa St.,42,W,16,24,66.7,187,0,52,177,3.4,3,76,364,4.8,3,27,6
Kent State,77,2012-10-13,6,@,Army,65,W,7,12,58.3,84,2,36,283,7.9,2,48,367,7.6,4,31,14
Kentucky,112,2012-10-13,7,@,Arkansas,108,L,4,15,26.7,104,1,25,66,2.6,0,40,170,4.3,1,7,-42
Louisiana Tech,54,2012-10-13,6,,Texas A&M,119,L,44,59,74.6,450,5,42,165,3.9,2,101,615,6.1,8,57,-2
UL Monroe,130,2012-10-13,6,,Florida Atlantic,52,W,10,24,41.7,147,2,32,194,6.1,2,56,341,6.1,5,35,21
Louisville,18,2012-10-13,6,@,Pittsburgh,22,W,17,27,63.0,304,1,31,156,5.0,5,58,460,7.9,6,45,10
LSU,113,2012-10-13,7,,South Carolina,117,W,12,25,48.0,148,0,53,258,4.9,2,78,406,5.2,2,23,2
Maryland,30,2012-10-13,6,@,Virginia,24,W,14,26,53.8,237,1,29,-2,-0.1,1,55,235,4.3,3,27,7
Memphis,6,2012-10-13,6,@,East Carolina,4,L,16,26,61.5,166,0,43,115,2.7,1,69,281,4.1,1,7,-34
Miami (FL),19,2012-10-13,7,,North Carolina,21,L,21,39,53.8,235,0,45,180,4.0,2,84,415,4.9,2,14,-4
Miami (OH),78,2012-10-13,7,@,Bowling Green,73,L,21,39,53.8,253,1,20,3,0.2,0,59,256,4.3,1,12,-25
Michigan,31,2012-10-13,6,,Illinois,27,W,9,15,60.0,174,2,51,353,6.9,4,66,527,8.0,6,45,45
Michigan St.,32,2012-10-13,7,,Iowa,29,L,12,31,38.7,179,0,39,149,3.8,1,70,328,4.7,1,16,-3
Middle Tennessee,56,2012-10-13,6,@,Florida Intl,53,W,17,30,56.7,267,1,53,256,4.8,3,83,523,6.3,4,34,4
Minnesota,33,2012-10-13,6,,Northwestern,35,L,16,30,53.3,169,0,42,158,3.8,1,72,327,4.5,1,13,-8
Mississippi St.,114,2012-10-13,6,,Tennessee,118,W,25,39,64.1,308,3,41,141,3.4,2,80,449,5.6,5,41,10
Missouri,115,2012-10-13,7,,Alabama,107,L,12,29,41.4,126,0,28,3,0.1,0,57,129,2.3,1,10,-32
Nevada,88,2012-10-13,7,@,UNLV,92,W,14,19,73.7,167,2,64,329,5.1,4,83,496,6.0,6,42,5
New Mexico,89,2012-10-13,7,@,Hawaii,87,W,8,13,61.5,120,0,63,337,5.3,5,76,457,6.0,5,35,12
North Carolina,21,2012-10-13,7,@,Miami (FL),19,W,25,40,62.5,214,0,44,272,6.2,2,84,486,5.8,2,18,4
Northern Illinois,79,2012-10-13,7,,Buffalo,74,W,15,25,60.0,241,2,41,219,5.3,4,66,460,7.0,6,45,42
Northwestern,35,2012-10-13,7,@,Minnesota,33,W,11,17,64.7,67,0,34,208,6.1,3,51,275,5.4,3,21,8
Notre Dame,70,2012-10-13,6,,Stanford,101,W,16,28,57.1,184,2,44,150,3.4,0,72,334,4.6,2,20,7
Ohio,80,2012-10-13,7,,Akron,71,W,14,28,50.0,189,3,53,252,4.8,1,81,441,5.4,4,34,6
Ohio St.,36,2012-10-13,7,@,Indiana,28,W,14,25,56.0,225,3,54,353,6.5,3,79,578,7.3,7,52,3
Oklahoma,45,2012-10-13,5,N,Texas,48,W,22,39,56.4,334,2,51,343,6.7,6,90,677,7.5,8,63,42
Oklahoma St.,46,2012-10-13,5,@,Kansas,43,W,18,29,62.1,255,1,44,116,2.6,1,73,371,5.1,2,20,6
Ole Miss,116,2012-10-13,7,,Auburn,109,W,18,23,78.3,251,2,42,200,4.8,2,65,451,6.9,5,41,21
Oregon St.,100,2012-10-13,5,@,BYU,66,W,20,32,62.5,332,3,28,118,4.2,2,60,450,7.5,6,42,18
Pittsburgh,22,2012-10-13,6,,Louisville,18,L,28,37,75.7,287,2,34,93,2.7,2,71,380,5.4,5,35,-10
Purdue,38,2012-10-13,6,,Wisconsin,40,L,11,31,35.5,124,0,28,128,4.6,2,59,252,4.3,2,14,-24
Rice,59,2012-10-13,7,,UTSA,63,W,13,23,56.5,182,1,58,301,5.2,3,81,483,6.0,4,34,20
Rutgers,39,2012-10-13,6,,Syracuse,23,W,14,23,60.9,152,1,36,85,2.4,1,59,237,4.0,3,23,8
San Diego St.,90,2012-10-13,7,,Colorado St.,85,W,16,22,72.7,181,2,38,218,5.7,3,60,399,6.7,5,38,24
San Jose St.,91,2012-10-13,6,,Utah St.,93,L,38,51,74.5,467,3,41,4,0.1,0,92,471,5.1,3,27,-22
SMU,8,2012-10-13,6,@,Tulane,11,L,25,51,49.0,275,2,38,196,5.2,0,89,471,5.3,2,26,-1
South Alabama,127,2012-10-13,6,@,Arkansas St.,122,L,24,38,63.2,241,3,50,132,2.6,0,88,373,4.2,3,29,-7
South Carolina,117,2012-10-13,7,@,LSU,113,L,19,35,54.3,177,2,25,34,1.4,1,60,211,3.5,3,21,-2
Southern Miss,60,2012-10-13,6,@,Central Florida,1,L,14,27,51.9,165,0,36,194,5.4,4,63,359,5.7,4,31,-7
Stanford,101,2012-10-13,6,@,Notre Dame,70,L,12,25,48.0,125,0,40,147,3.7,0,65,272,4.2,1,13,-7
Syracuse,23,2012-10-13,6,@,Rutgers,39,L,25,42,59.5,356,1,32,62,1.9,1,74,418,5.6,2,15,-8
Temple,10,2012-10-13,5,@,Connecticut,3,W,13,26,50.0,132,1,49,202,4.1,1,75,334,4.5,2,17,3
Tennessee,118,2012-10-13,6,@,Mississippi St.,114,L,13,24,54.2,148,2,34,213,6.3,1,58,361,6.2,4,31,-10
Texas,48,2012-10-13,6,N,Oklahoma,45,L,18,37,48.6,215,2,23,74,3.2,0,60,289,4.8,3,21,-42
Texas A&M,119,2012-10-13,6,@,Louisiana Tech,54,W,24,40,60.0,395,3,46,283,6.2,4,86,678,7.9,7,59,2
TCU,47,2012-10-13,6,@,Baylor,41,W,22,30,73.3,261,4,57,248,4.4,3,87,509,5.9,7,49,28
Texas St.,128,2012-10-13,6,,Idaho,133,W,14,19,73.7,182,1,47,337,7.2,4,66,519,7.9,5,38,31
Texas Tech,49,2012-10-13,6,,West Virginia,50,W,33,43,76.7,508,6,29,168,5.8,1,72,676,9.4,7,49,35
Toledo,81,2012-10-13,7,@,Eastern Michigan,76,W,21,32,65.6,401,3,37,254,6.9,3,69,655,9.5,7,52,5
Tulane,11,2012-10-13,6,,SMU,8,W,17,32,53.1,302,3,16,40,2.5,0,48,342,7.1,3,27,1
UAB,61,2012-10-13,6,@,Houston,5,L,23,49,46.9,339,1,27,35,1.3,1,76,374,4.9,2,17,-22
Central Florida,1,2012-10-13,6,,Southern Miss,60,W,27,40,67.5,272,0,42,182,4.3,5,82,454,5.5,5,38,7
UCLA,102,2012-10-13,7,,Utah,104,W,15,21,71.4,183,1,47,171,3.6,2,68,354,5.2,3,21,7
UNLV,92,2012-10-13,7,,Nevada,88,L,21,36,58.3,243,1,32,193,6.0,4,68,436,6.4,5,37,-5
USC,103,2012-10-13,6,@,Washington,105,W,10,20,50.0,167,1,40,204,5.1,1,60,371,6.2,3,24,10
Utah,104,2012-10-13,6,@,UCLA,102,L,25,35,71.4,244,1,27,75,2.8,0,62,319,5.1,2,14,-7
Utah St.,93,2012-10-13,7,@,San Jose St.,91,W,26,35,74.3,273,3,24,212,8.8,4,59,485,8.2,7,49,22
UTSA,63,2012-10-13,6,@,Rice,59,L,13,29,44.8,144,1,26,95,3.7,0,55,239,4.3,1,14,-20
Vanderbilt,120,2012-10-13,6,,Florida,110,L,17,31,54.8,237,1,47,126,2.7,1,78,363,4.7,2,17,-14
Virginia,24,2012-10-13,7,,Maryland,30,L,18,39,46.2,218,2,42,168,4.0,0,81,386,4.8,2,20,-7
Virginia Tech,25,2012-10-13,7,,Duke,15,W,14,23,60.9,256,2,39,269,6.9,3,62,525,8.5,5,41,21
Washington,105,2012-10-13,6,,USC,103,L,20,28,71.4,198,2,30,101,3.4,0,58,299,5.2,2,14,-10
Washington St.,106,2012-10-13,7,,California,97,L,33,63,52.4,384,2,18,36,2.0,0,81,420,5.2,2,17,-14
West Virginia,50,2012-10-13,6,@,Texas Tech,49,L,30,56,53.6,278,1,35,130,3.7,1,91,408,4.5,2,14,-35
Western Michigan,82,2012-10-13,7,@,Ball St.,72,L,16,31,51.6,202,1,38,222,5.8,2,69,424,6.1,3,24,-6
Wisconsin,40,2012-10-13,7,@,Purdue,38,W,12,21,57.1,178,1,57,467,8.2,4,78,645,8.3,5,38,24
Wyoming,94,2012-10-13,6,,Air Force,83,L,23,37,62.2,195,1,44,252,5.7,2,81,447,5.5,3,27,-1
Louisiana,126,2012-10-16,6,@,North Texas,57,L,26,41,63.4,265,1,19,106,5.6,2,60,371,6.2,3,23,-7
North Texas,57,2012-10-16,7,,Louisiana,126,W,17,28,60.7,282,2,52,242,4.7,1,80,524,6.6,3,30,7
Arizona St.,96,2012-10-18,7,,Oregon,99,L,20,37,54.1,216,2,47,192,4.1,0,84,408,4.9,3,21,-22
Houston,5,2012-10-18,7,@,SMU,8,L,34,65,52.3,445,3,33,115,3.5,2,98,560,5.7,6,42,-30
Oregon,99,2012-10-18,7,@,Arizona St.,96,W,11,19,57.9,48,2,60,406,6.8,4,79,454,5.7,6,43,22
SMU,8,2012-10-18,7,,Houston,5,W,23,38,60.5,265,4,26,119,4.6,2,64,384,6.0,10,72,30
Connecticut,3,2012-10-19,8,@,Syracuse,23,L,23,41,56.1,296,1,18,-6,-0.3,0,59,290,4.9,1,10,-30
Syracuse,23,2012-10-19,7,,Connecticut,3,W,14,20,70.0,251,2,53,251,4.7,2,73,502,6.9,4,40,30
Air Force,83,2012-10-20,7,,New Mexico,89,W,5,7,71.4,75,0,51,291,5.7,3,58,366,6.3,4,28,5
Akron,71,2012-10-20,8,,Northern Illinois,79,L,15,29,51.7,157,1,37,42,1.1,0,66,199,3.0,1,7,-30
Alabama,107,2012-10-20,7,@,Tennessee,118,W,17,22,77.3,306,4,45,233,5.2,2,67,539,8.0,6,44,31
Arizona,95,2012-10-20,7,,Washington,105,W,14,22,63.6,256,4,49,277,5.7,2,71,533,7.5,7,52,35
Army,65,2012-10-20,7,@,Eastern Michigan,76,L,3,11,27.3,65,1,52,413,7.9,4,63,478,7.6,5,38,-10
Auburn,109,2012-10-20,7,@,Vanderbilt,120,L,15,21,71.4,109,0,33,103,3.1,1,54,212,3.9,1,13,-4
Ball St.,72,2012-10-20,8,@,Central Michigan,75,W,23,30,76.7,231,3,51,233,4.6,2,81,464,5.7,5,41,11
Baylor,41,2012-10-20,6,@,Texas,48,L,30,41,73.2,352,2,44,255,5.8,4,85,607,7.1,6,50,-6
Boise St.,84,2012-10-20,7,,UNLV,92,W,24,32,75.0,257,0,36,137,3.8,3,68,394,5.8,4,32,25
Boston College,13,2012-10-20,7,@,Georgia Tech,17,L,19,31,61.3,264,2,16,32,2.0,0,47,296,6.3,2,17,-20
Bowling Green,73,2012-10-20,8,@,Massachusetts,68,W,21,36,58.3,188,2,37,94,2.5,0,73,282,3.9,3,24,24
BYU,66,2012-10-20,8,@,Notre Dame,70,L,23,36,63.9,177,2,25,66,2.6,0,61,243,4.0,2,14,-3
Buffalo,74,2012-10-20,7,,Pittsburgh,22,L,23,42,54.8,165,0,39,169,4.3,0,81,334,4.1,0,6,-14
California,97,2012-10-20,8,,Stanford,101,L,19,31,61.3,214,0,28,3,0.1,0,59,217,3.7,0,3,-18
Central Michigan,75,2012-10-20,7,,Ball St.,72,L,23,38,60.5,339,3,26,107,4.1,1,64,446,7.0,4,30,-11
Cincinnati,2,2012-10-20,6,@,Toledo,81,L,15,37,40.5,227,1,35,251,7.2,1,72,478,6.6,2,23,-6
Clemson,14,2012-10-20,7,,Virginia Tech,25,W,12,21,57.1,160,1,45,135,3.0,3,66,295,4.5,5,38,21
Colorado,98,2012-10-20,7,@,USC,103,L,23,43,53.5,248,0,42,103,2.5,0,85,351,4.1,0,6,-44
Duke,15,2012-10-20,8,,North Carolina,21,W,23,36,63.9,276,1,53,234,4.4,2,89,510,5.7,3,33,3
East Carolina,4,2012-10-20,8,@,UAB,61,W,23,35,65.7,386,2,42,214,5.1,3,77,600,7.8,5,42,7
Eastern Michigan,76,2012-10-20,7,,Army,65,W,19,31,61.3,369,5,47,208,4.4,1,78,577,7.4,6,48,10
Florida,110,2012-10-20,7,,South Carolina,117,W,12,17,70.6,94,4,48,89,1.9,2,65,183,2.8,6,44,33
Florida Atlantic,52,2012-10-20,7,@,South Alabama,127,L,27,41,65.9,303,2,39,158,4.1,2,80,461,5.8,4,34,-3
Florida Intl,53,2012-10-20,8,@,Troy,129,L,18,29,62.1,316,3,38,112,2.9,1,67,428,6.4,5,37,-1
Florida St.,16,2012-10-20,8,@,Miami (FL),19,W,21,31,67.7,229,0,41,218,5.3,3,72,447,6.2,3,33,13
Fresno St.,86,2012-10-20,8,,Wyoming,94,W,32,48,66.7,268,3,32,126,3.9,1,80,394,4.9,6,42,28
Georgia,111,2012-10-20,7,@,Kentucky,112,W,30,40,75.0,427,4,32,77,2.4,0,72,504,7.0,4,29,5
Georgia Tech,17,2012-10-20,7,,Boston College,13,W,6,15,40.0,172,1,76,391,5.1,4,91,563,6.2,5,37,20
Idaho,133,2012-10-20,8,@,Louisiana Tech,54,L,21,36,58.3,257,2,23,47,2.0,1,59,304,5.2,4,28,-42
Indiana,28,2012-10-20,7,@,Navy,7,L,25,38,65.8,244,0,40,173,4.3,3,78,417,5.3,3,30,-1
Iowa,29,2012-10-20,7,,Penn State,37,L,17,36,47.2,189,1,23,20,0.9,0,59,209,3.5,2,14,-24
Iowa St.,42,2012-10-20,7,@,Oklahoma St.,46,L,23,48,47.9,240,1,22,101,4.6,0,70,341,4.9,1,10,-21
Kansas,43,2012-10-20,7,@,Oklahoma,45,L,13,28,46.4,124,0,58,185,3.2,1,86,309,3.6,1,7,-45
Kansas St.,44,2012-10-20,7,@,West Virginia,50,W,20,23,87.0,333,3,39,146,3.7,4,62,479,7.7,7,55,41
Kent State,77,2012-10-20,7,,Western Michigan,82,W,18,33,54.5,203,1,31,181,5.8,3,64,384,6.0,5,41,17
Kentucky,112,2012-10-20,8,,Georgia,111,L,11,20,55.0,123,1,43,206,4.8,2,63,329,5.2,3,24,-5
Louisiana Tech,54,2012-10-20,7,,Idaho,133,W,32,42,76.2,431,2,53,408,7.7,8,95,839,8.8,10,70,42
UL Monroe,130,2012-10-20,7,@,Western Kentucky,64,W,22,42,52.4,308,4,22,77,3.5,2,64,385,6.0,6,43,1
Louisville,18,2012-10-20,7,,South Florida,9,W,21,25,84.0,256,2,33,128,3.9,2,58,384,6.6,4,27,2
LSU,113,2012-10-20,8,@,Texas A&M,119,W,11,29,37.9,97,1,45,219,4.9,2,74,316,4.3,3,24,5
Marshall,55,2012-10-20,7,@,Southern Miss,60,W,32,43,74.4,354,3,42,275,6.5,5,85,629,7.4,8,59,35
Maryland,30,2012-10-20,7,,NC State,20,L,17,27,63.0,256,0,54,206,3.8,2,81,462,5.7,2,18,-2
Massachusetts,68,2012-10-20,7,,Bowling Green,73,L,13,34,38.2,33,0,26,85,3.3,0,60,118,2.0,0,0,-24
Memphis,6,2012-10-20,7,,Central Florida,1,L,20,28,71.4,121,0,45,240,5.3,1,73,361,4.9,2,17,-18
Miami (FL),19,2012-10-20,8,,Florida St.,16,L,26,44,59.1,229,1,21,29,1.4,1,65,258,4.0,2,20,-13
Michigan,31,2012-10-20,7,,Michigan St.,32,W,14,30,46.7,163,0,32,163,5.1,0,62,326,5.3,0,12,2
Michigan St.,32,2012-10-20,8,@,Michigan,31,L,21,34,61.8,192,1,31,112,3.6,0,65,304,4.7,1,10,-2
Middle Tennessee,56,2012-10-20,7,@,Mississippi St.,114,L,20,32,62.5,174,0,41,131,3.2,0,73,305,4.2,0,3,-42
Minnesota,33,2012-10-20,7,@,Wisconsin,40,L,13,24,54.2,149,2,30,96,3.2,0,54,245,4.5,2,13,-25
Mississippi St.,114,2012-10-20,7,,Middle Tennessee,56,W,21,27,77.8,219,3,32,227,7.1,3,59,446,7.6,6,45,42
Navy,7,2012-10-20,7,,Indiana,28,W,8,13,61.5,96,1,57,257,4.5,2,70,353,5.0,4,31,1
Nebraska,34,2012-10-20,7,@,Northwestern,35,W,27,39,69.2,342,3,44,201,4.6,1,83,543,6.5,4,29,1
Nevada,88,2012-10-20,8,,San Diego St.,90,L,29,40,72.5,304,3,48,176,3.7,2,88,480,5.5,5,38,-1
New Mexico,89,2012-10-20,8,@,Air Force,83,L,6,11,54.5,34,0,59,409,6.9,3,70,443,6.3,3,23,-5
New Mexico State,69,2012-10-20,7,@,Utah St.,93,L,20,38,52.6,189,1,34,132,3.9,0,72,321,4.5,1,7,-34
North Carolina,21,2012-10-20,8,@,Duke,15,L,20,33,60.6,237,2,38,177,4.7,1,71,414,5.8,3,30,-3
NC State,20,2012-10-20,7,@,Maryland,30,W,23,47,48.9,307,2,26,40,1.5,0,73,347,4.8,2,20,2
Northern Illinois,79,2012-10-20,8,@,Akron,71,W,20,33,60.6,223,2,50,305,6.1,2,83,528,6.4,4,37,30
Northwestern,35,2012-10-20,8,,Nebraska,34,L,16,37,43.2,121,2,38,180,4.7,2,75,301,4.0,4,28,-1
Notre Dame,70,2012-10-20,7,,BYU,66,W,8,17,47.1,119,1,43,270,6.3,1,60,389,6.5,2,17,3
Ohio St.,36,2012-10-20,8,,Purdue,38,W,15,32,46.9,190,1,36,152,4.2,3,68,342,5.0,4,29,7
Oklahoma,45,2012-10-20,6,,Kansas,43,W,22,34,64.7,313,3,18,93,5.2,2,52,406,7.8,7,52,45
Oklahoma St.,46,2012-10-20,6,,Iowa St.,42,W,32,47,68.1,415,1,42,210,5.0,3,89,625,7.0,4,31,21
Oregon St.,100,2012-10-20,6,,Utah,104,W,16,26,61.5,174,0,28,52,1.9,3,54,226,4.2,3,21,14
Penn State,37,2012-10-20,7,@,Iowa,29,W,26,38,68.4,289,2,52,215,4.1,3,90,504,5.6,5,38,24
